場所名稱,縣市,鄉/鎮/市/區,村/里,大道/路/街/地區,段,巷/弄/衖,號,樓（之~）,電話,開放時間,注意事項,設置依據
家樂福量販店(屏東店),屏東縣,屏東市,,仁愛路,,,188號,2樓、地下1樓,08-7360310,週一~週日0900-2100,依哺乳室規則自行使用,依法設置
財稅局,屏東縣,屏東市,,北平路,,,24號,2樓,08-7240888,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
屏東縣政府衛生局,屏東縣,屏東市,,自由路,,,272號,1樓,08-7370002,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
屏東縣立圖書館總館,屏東縣,屏東市,,大連路,,,69號,1樓,08-7360330,週二~週日0900-2100,依哺乳室規則自行使用,依法設置
衛生福利部屏東醫院,屏東縣,屏東市,,自由路,,,270號,1樓,08-7363011,週一~週五0800-2100、週六0800-1200,依哺乳室規則自行使用,依法設置
屏東國有財產局,屏東縣,屏東市,,林森路,,,48號,1樓,08-7666760,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
屏東社福館,屏東縣,屏東市,,華正路,,,97號,1樓,08-7385188,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
屏東環保局,屏東縣,屏東市,,北興街,,,56號,1樓,08-7351911,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
屏東郵政總局,屏東縣,屏東市,,民生路,,,250號,4樓,08-7328045,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
屏東縣勞動暨青年發展處,屏東縣,屏東市,建國里,自由路,,,17號,3樓,08-7558048,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
復興圖書館,屏東縣,屏東市,,劍南路,,,162號,1樓,08-7521971,週二~週日0900-1730,依哺乳室規則自行使用,依法設置
家樂福量販店(新屏店),屏東縣,屏東市,,台糖街,,,3號,B1,08-7518399,週一~週日0900-2230,依哺乳室規則自行使用,依法設置
屏東市代表會,屏東縣,屏東市,,台糖街,,,21號,1樓,08-7561585,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
屏東市公所,屏東縣,屏東市,,台糖街,,,61號,2樓,08-7560101,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
屏東市移民署,屏東縣,屏東市,,中山路,,,60號,1樓,08-7661885,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
屏東太平洋百貨,屏東縣,屏東市,,中正路,,,72號,5樓,08-7325666,週一~週五1030-2230、週六日1000-2230,依哺乳室規則自行使用,依法設置
台灣銀行屏東分行,屏東縣,屏東市,,中山路,,,43號,2樓,08-7328141,週一~週五0900-1530,依哺乳室規則自行使用,依法設置
台灣銀行中屏分行,屏東縣,屏東市,,中華路,,,9號,2樓,08-7677001,週一~週五0900-1530,依哺乳室規則自行使用,依法設置
屏東殘障福利館,屏東縣,屏東市,,建豐路,,,35號,2樓,08-7378402,週一~週日0800-1730,於1樓服務台登記後自行使用,依法設置
屏東縣政府文化處,屏東縣,屏東市,,大連路,,,69號,3樓,08-7360330分機3,週二~週五0900-2100、週六日0900-1800,1.國定假日時休館、每月最後一個週四休館  2.告知3樓櫃檯人員後自行使用,依法設置
行政執署屏東分署,屏東縣,屏東市,,建豐路,,,28號,1樓,08-7366626,週一~週五0830-1730,於1樓服務台登記後自行使用,依法設置
台糖公司,屏東縣,屏東市,,復興路,,,245號,2樓,08-7526302,週一~週五0900-1700,依哺乳室規則自行使用,依法設置
國軍高雄總醫院屏東分院,屏東縣,屏東市,,大湖路,,,22號,1樓,08-7560752,24小時提供,依哺乳室規則自行使用,依法設置
屏東縣政府警察局,屏東縣,屏東市,,中正路,,,119號,4樓,08-7327261,24小時提供,使用前請先至服務台登記,依法設置
屏東地政事務所,屏東縣,屏東市,,自由路,,,529號,1樓,08-7325253,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
屏東戶政事務所,屏東縣,屏東市,,自由路,,,531號,1樓,08-7322539,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
屏東縣政府,屏東縣,屏東市,,自由路,,,527號,2樓,08-7320415,週一~週五0800-1730,平時上鎖，使用前請先至服務台登記借鑰匙,依法設置
屏東縣議會,屏東縣,屏東市,,忠孝路,,,223號,1樓,08-7348861,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
財政部台灣省南區國稅局屏東縣分局,屏東縣,屏東市,,北興街,,,55號,3樓,08-7311166,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
屏東監理站,屏東縣,屏東市,,忠孝路,,,222號,1樓,08-7666733,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
審計部台灣省屏東縣審計室,屏東縣,屏東市,,信義路,,,155號,1樓,08-7349812,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
屏東火車站,屏東縣,屏東市,,光復路,,,43號,,08-7338759,24小時提供,使用前請至1樓補票口拿鑰匙,依法設置
農田水利會,屏東縣,屏東市,,信義路,,,143號,1樓,08-7322123,週一-週五0800-1700,使用前需先告知總務組並依哺乳室使用,依法設置
環球購物中心,屏東縣,屏東市,,仁愛路,,,90號,4樓,08-7663899,依營業時間為主,依哺乳室使用規範使用,依法設置
屏東演藝廳,屏東縣,屏東市,瑞光里,民生路,,,4-17號,1樓,08-7227288,週二-週日0800-1700,依哺乳室使用規範使用,依法設置
特力屋量販店,屏東縣,屏東市,瑞光里,民生路,,,2-27號,,08-7216000,週一-週日0800-2200,依哺乳室使用規範使用,依法設置
國民運動中心,屏東縣,屏東市,,勝利東路,,,50號,,08-7360386,週一-週日0600-2200,依哺乳室使用規範使用,依法設置
屏東榮民總醫院,屏東縣,屏東市,,榮總東路,,,1號,1、3、6樓,08-7557885,週一~週五0800-1700、週六0800-1200,有哺集乳室使用需求時，要借門禁卡，只有門診時間才開放使用,依法設置
警察潮州分局,屏東縣,潮州鎮,,中山路,,,12號,,08-7882020,週一~週五0800-1700,需使用時請洽服務台,依法設置
公路局第三養護工程處,屏東縣,潮州鎮,,光復路,,,259號,,08-7862132,週一~週五0800-1700,需使用時請洽服務台,依法設置
土地銀行潮州分行,屏東縣,潮州鎮,,新生路,,,12號,,08-7884111,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
潮州鎮圖書館,屏東縣,潮州鎮,,三星路,,,39號,,08-7882149,週二~週日0800-1700,依哺乳室規則自行使用,依法設置
潮州鎮公所,屏東縣,潮州鎮,,中山路,,,38號,,08-7882373,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
潮州鎮地政事務所,屏東縣,潮州鎮,光華里,中山路,,,32號,3樓,08-7895238,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
財稅局潮州分局,屏東縣,潮州鎮,光華里,中山路,,,32號,5樓,08-7882024,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
潮州稽徵所,屏東縣,潮州鎮,,永康街,,,66號,,08-7899871,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
潮州鎮衛生所,屏東縣,潮州鎮,光華里,中山路,,,32號,1樓,08-7899713,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
台灣銀行潮州分行,屏東縣,潮州鎮,,新生路,,,13之2號,,08-7883084,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
交通部台灣鐵路管理局潮州火車站,屏東縣,潮州鎮,新榮里,信義路,,,111號,,08-7897540,週一~週日0600-2400,由專人引導前往開鎖,依法設置
高雄檢車段(鐵路對號列車),屏東縣,潮州鎮,光春里,光復路,,,616號,,08-8849899#151,依開車時段為主,依哺乳室規則自行使用,依法設置
潮州鎮戶政事務所,屏東縣,潮州鎮,光華里,中山路,,,32號,4樓,08-7882704,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
東港鎮公所,屏東縣,東港鎮,,中山路,,,2之100號,,08-8324131,週一~週五0830-1700,請先向服務台詢問,依法設置
東港鎮衛生所,屏東縣,東港鎮,,新生三路,,,23號,,08-8325310,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
台灣銀行東港分行,屏東縣,東港鎮,,新勝街,,,105號,,08-8323131,週一~週五0830-1500,請先向服務台詢問,依法設置
屏東縣警察局東港分局,屏東縣,東港鎮,船頭里,沿海路,,,1號 ,,08-8322474,週一~週日0830-1700,請先向服務台詢問,依法設置
交通部觀光局大鵬灣國家風景區管理處,屏東縣,東港鎮,大鵬里,大潭路,,,169號,,08-8338100,週一~週日0830-1700,請先向服務台詢問,依法設置
東港地政事務所,屏東縣,東港鎮,,中正路,,,181號,,08-8331400,週一~週五0830-1700,請先向服務台詢問,依法設置
屏東縣社會處東港區家庭福利服務中心,屏東縣,東港鎮,,新生三路,,,175號,,08-8330958分機10,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
台電核三廠,屏東縣,恆春鎮,南灣里,南灣路,,,387號,1樓,08-8893470分機3154,0800-1630,管制區遊客無法進入,依法設置
恆春監理分站,屏東縣,恆春鎮,,草埔路,,,11號,1樓,08-8892014,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
民航局恆春航空站,屏東縣,恆春鎮,,省北路,2段,,393號,1樓,08-8892120,週一~週五0900-1700,依哺乳室規則自行使用,依法設置
墾丁國家公園管理處-遊客中心,屏東縣,恆春鎮,,墾丁路,,,596號,,08-8861321,0800-1700,依哺乳室規則自行使用,依法設置
墾丁國家公園管理處-行政中心,屏東縣,恆春鎮,,墾丁路,,,596號,,08-8861321分機297,0800-1700,依哺乳室規則自行使用,依法設置
台電核三廠展示館,屏東縣,恆春鎮,大光里,大光路,,,79之64號,2樓,08-8867630,0830-1630,依哺乳室規則自行使用,依法設置
墾丁森林遊樂區,屏東縣,恆春鎮,墾丁里,公園路,,,201號,2樓,08-8861211分機119,0830-1645,依哺乳室規則自行使用,依法設置
恆春鎮衛生所,屏東縣,恆春鎮,,文化路,,,78號,1樓,08-8892140,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
屏東縣消防局墾丁分隊,屏東縣,恆春鎮,鵝鑾里,船帆路,,,730號,3樓,08-8851519分機34,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
屏東縣消防局恆春分隊,屏東縣,恆春鎮,,天文路,,,60號,4樓,08-8892959,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
恆春警察局,屏東縣,恆春鎮,,中正路,,,60號,3樓,08-8892075,0800-1730,依哺乳室規則自行使用,依法設置
恆春戶政事務所,屏東縣,恆春鎮,,天文路,,,60號,1樓,08-8892875,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
恆春鎮公所,屏東縣,恆春鎮,,天文路,,,1號,1樓,08-8898112,週一~週五0800-1700,依哺乳室規則自行使用,依法設置
墾丁凱薩大飯店,屏東縣,恆春鎮,墾丁里,墾丁路,,,6號,,08-8861888分機5144,週一~週日0800-2300,依哺乳室規則自行使用,依法設置
墾丁福華渡假飯店,屏東縣,恆春鎮,墾丁里,墾丁路,,,2號,,08-8862323分機2561,週一~週日全天,依哺乳室規則自行使用,依法設置
墾丁怡灣渡假酒店,屏東縣,恆春鎮,網紗里,恆工路,,,998號,,08-8899968分機255,週一~週日0900-2100,依哺乳室規則自行使用,依法設置
萬丹鄉鄉公所,屏東縣,萬丹鄉,萬後村,和平西路,,,155號,,08-7772111,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
萬丹鄉圖書館,屏東縣,萬丹鄉,萬後村,和平西路,,,157號,,08-7771627,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
萬丹鄉衛生所,屏東縣,萬丹鄉,四維村,萬丹路,1段,,501號,,08-7772049,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
長治鄉衛生所,屏東縣,長治鄉,金星村,潭頭路,,,3號,,08-7368734,週一~週五0800-1200、1330~1730,依哺乳室規則自行使用,依法設置
長治鄉鄉公所,屏東縣,長治鄉,進興村,潭頭路,,,1號,,08-7368215,週一~週五0800-1200、1330~1730,依公共場所母乳哺育條例設置,依法設置
行政院農業委員會高雄區農業改良場,屏東縣,長治鄉,德和村,德和路,,,2-6號,,08-7389158,週一~週五0800-1200、1330~1730,依哺乳室規則自行使用,依法設置
行政院農業委員會屏東農業生物科技園區籌備處,屏東縣,長治鄉,德和村,神農路,,,1號,,08-7741022,週一~週五0830-1230、1330~1730,依哺乳室規則自行使用,依法設置
麟洛鄉鄉公所,屏東縣,麟洛鄉,,中山路,,,158號,,08-7222553,週一~週五0800-1200、1330~1730,依哺乳室規則自行使用,依法設置
麟洛鄉衛生所,屏東縣,麟洛鄉,麟蹄村,中山路,,,156之1號,,08-7221152,週一~週五0800-1200、1330~1730,依哺乳室規則自行使用,依法設置
九如鄉衛生所,屏東縣,九如鄉,,九如路,2段,,247號,2樓,08-7392006,週一~週五0800-1200、1330~1730,至哺乳室登記使用並遵守使用規則〈保持乾淨隨手關門〉,依法設置
九如鄉鄉公所,屏東縣,九如鄉,,九如路,2段,,416號,3樓,08-7392210,週一~週五0800-1200、1330~1730,至哺乳室登記使用並遵守使用規則〈保持乾淨隨手關門〉,依法設置
九如鄉立圖書館,屏東縣,九如鄉,,九如路,2段,,264號,,08-7393503,週二~週五0830-1200、1330~1710,依哺乳室規則自行使用,依法設置
里港鄉衛生所,屏東縣,里港鄉,大平村,中山路,,,103-1號,,08-7751711,週一~週五0800-1200、1330~1730,依哺乳室規則自行使用,依法設置
里港鄉鄉公所,屏東縣,里港鄉,永春村,中山路,,,104號,,08-7752114,週一~週五0800-1200、1330~1730,依哺乳室規則自行使用,依法設置
里港鄉戶政事務所,屏東縣,里港鄉,大平村,中山路,,,105號,,08-7751209,週一~週五0800-1200、1330~1730,依哺乳室規則自行使用,依法設置
台灣矢崎股份有限公司,屏東縣,鹽埔鄉,洛陽村,四維路,,,4號,,08-7032311,週一~週五0800-1730,請自行前往哺乳室並登記,依法設置
鹽埔鄉衛生所,屏東縣,鹽埔鄉,,勝利路,,,187號,,08-7932474,週一~週五0800-1730,請自行前往哺乳室並登記,依法設置
鹽埔鄉圖書館,屏東縣,鹽埔鄉,新二村,彭厝路,,,111號,,08-7930879,週一~週五0830-1700,洽一樓服務台登記後由館方開門後使用,依法設置
高樹鄉衛生所,屏東縣,高樹鄉,長榮村,南昌路,,,12-2號,,08-7962026,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
高樹鄉公所,屏東縣,高樹鄉,,興中路,,,330號,,08-7962610,週一~週五0800-1730,依哺乳室規則自行使用,依法設置
萬巒鄉衛生所,屏東縣,萬巒鄉,萬全村,褒忠路,,,14-2號,2樓,08-7811794,週一~週五0830-1700,請先至1F掛號室登記，再前往哺乳室,依法設置
台灣菸酒股份有限公司 屏東酒廠,屏東縣,內埔鄉,豐田村,建國路,,,34號,,08-7781640分機442,每天8:00~17:00(除夕休息),洽展示中心登記,依法設置
台灣菸酒股份有限公司 屏東菸廠,屏東縣,內埔鄉,豐田村,建國路,,,36號,,08-7782001分機411、436,週一~週五0830-1700,沒有對外開放,依法設置
屏東縣政府警察局 內埔分局,屏東縣,內埔鄉,內埔村,中興路,,,158號,,08-7789082,24小時全年無休,洽1樓服務台登記,依法設置
屏東縣內埔鄉鄉公所,屏東縣,內埔鄉,內埔村,廣濟路,,,26號,,08-7792001分機14,週一~週五0800-1200、1330~1730〈國定假日休息〉,洽1樓服務台登記,依法設置
屏東縣內埔鄉衛生所,屏東縣,內埔鄉,內埔村,中興路,,,191號,,08-7792414分機16,週一~週五0800-1200、1330~1730〈國定假日休息〉,洽2樓服務台登記,依法設置
客家委員會 客家文化發展中心 (六堆客家文化園區),屏東縣,內埔鄉,建興村,信義路,,,588號,,08-7230100,每天9:00~17:00(星期一及除夕休園),洽行政中心服務台登記,依法設置
高雄榮民總醫院 屏東分院,屏東縣,內埔鄉,龍泉村,昭勝路,,,1號,,08-7704115分機747,週一~週五0800-1200、1330~1730〈國定假日休息〉,洽注射室登記,依法設置
屏東縣內埔社福館(親子館),屏東縣,內埔鄉,內田村,學人路,,,627號,,087781393,週二~週日0900-1130 1400-1700,平時上鎖，使用前請先至親子館登記借鑰匙,依法設置
竹田鄉衛生所,屏東縣,竹田鄉,竹田村,中山路,,,25號,1樓,08-7712434,週一~週五0800~1730,依哺乳室規則自行使用,依法設置
竹田鄉鄉公所,屏東縣,竹田鄉,竹田村,中正路,,,123號,,08-7711550,週一~週五0800~1730,依哺乳室規則自行使用,依法設置
新埤鄉衛生所,屏東縣,新埤鄉,新埤村,中正路,,,38號,,08-7971090,週一~週五0800~1730,依哺乳室規則自行使用,依法設置
屏東縣政府警察局枋寮分局,屏東縣,枋寮鄉,枋寮村,中興路,,,33號,,08-8780298,週一~週五0800-1200、1330~1700,1.國定例假日暫停開放2.與服務台值班人員接洽,依法設置
枋寮鄉鄉公所,屏東縣,枋寮鄉,枋寮村,德興路,,,36號,,08-8782012,週一~週五0800-1200、1330~1700,1.國定例假日暫停開放2.至1樓行政室拿鑰匙,依法設置
台灣土地銀行,屏東縣,枋寮鄉,隆山村,隆山路,,,111號,2樓,08-8781533,週一至週五0900-1530,國定例假日暫停開放,依法設置
枋寮鄉地政事務所,屏東縣,枋寮鄉,枋寮村,德興路,,,32號,1樓,08-8788168分機215,週一~週五0800~1700,國定例假日暫停開放,依法設置
新園國小,屏東縣,新園鄉,,媽祖路,,,"49號
(保健室)",,08-8681113,週一~週五0800~1600,依哺乳室規則自行使用,依法設置
新園鄉衛生所,屏東縣,新園鄉,,仙吉路,,,89-2號,2樓,08-8681293,週一~週五0800-1200、1400~1700,依哺乳室規則自行使用,依法設置
新園鄉鄉公所,屏東縣,新園鄉,,仙吉路,,,148號,2樓,08-8681385,週一~週五0800-1200、1400~1700,依哺乳室規則自行使用,依法設置
崁頂鄉鄉公所,屏東縣,崁頂鄉,崁頂村,中正路,,,230號,,08-8631144,週一~週五0800~1730,依哺乳室規則自行使用,依法設置
崁頂鄉衛生所,屏東縣,崁頂鄉,崁頂村,興農路,,,29-9號,,08-8631454,週一~週五0800~1730,依哺乳室規則自行使用,依法設置
崁頂垃圾資源回收焚化廠,屏東縣,崁頂鄉,,中正路,,,881號,,08-8634474,週一~週五0800-1200、1300~1700,依哺乳室規則自行使用,依法設置
林邊鄉衛生所,屏東縣,林邊鄉,興林村,和平路,,,45號,,08-8752076,週一~週五0800~1730,依哺乳室規則自行使用,依法設置
南州鄉公所,屏東縣,南州鄉,仁里村,仁里路,,,11號,,08-8642916,週一~週日0800~2230,依哺乳室規則自行使用,依法設置
南州火車站,屏東縣,南州鄉,仁里村,仁里路,,,86號,,08-8642942,週一~週五0600~1030,依哺乳室規則自行使用,依法設置
南州鄉衛生所,屏東縣,南州鄉,溪南村,人和路,,,239號,,08-8862224,週一~週五0800~1730,依哺乳室規則自行使用,依法設置
慈惠醫護管理專科學校,屏東縣,南州鄉,,三民路,,,367號,,08-8647367,週一~週五0800~1700,1.保持清潔2.與輔導室人員接洽,依法設置
佳冬鄉鄉公所,屏東縣,佳冬鄉,佳冬村,佳昌路,,,2號,,08-8662714,週一~週五0900-1200、1400~1700,依哺乳室規則自行使用,依法設置
佳冬鄉衛生所,屏東縣,佳冬鄉,六根村,佳和路,,,87-1號,,08-8662018,週一~週五0900-1200、1400~1700,依哺乳室規則自行使用,依法設置
警察局枋寮分局佳冬分駐所,屏東縣,佳冬鄉,六根村,佳和路,,,87號,,08-8662089,週一~週五0900-1200、1400~1730,保持清潔,依法設置
國立佳冬高級農業職業學校,屏東縣,佳冬鄉,佳冬村,佳農街,,,67號,,08-8662726,週一~週五0900-1200、1400~1600,保持清潔,依法設置
琉球鄉衛生所,屏東縣,琉球鄉,,中山路,,,51號,,08-8612513,週一~週五0800-1200、1330~1730,使用者請自行在哺乳室使用登記本登記,依法設置
琉球鄉鄉公所　,屏東縣,琉球鄉,,行政路,,,12號,,08-8612501,週一~週五0800-1200、1330~1730,依哺乳室規則自行使用,依法設置
車城鄉衛生所,屏東縣,車城鄉,福安村,福安路,,,2-30號,2樓,08-8821300,週一~週五0800-1200、1330~1730,依哺乳室規則自行使用,依法設置
車城鄉鄉公所,屏東縣,車城鄉,福安村,中山路,,,54號,2樓,08-8821001,週一~週五0800-1200、1330~1730,依哺乳室規則自行使用,依法設置
國立海洋生物博物館　,屏東縣,車城鄉,後灣村,後灣路,,,2號,,08-8825678,0900~1700,依哺乳室規則自行使用,依法設置
滿州鄉衛生所,屏東縣,滿州鄉,,中山路,,,31號,,08-8801279,週一~週五0800~1730,依哺乳室規則自行使用,依法設置
滿州鄉鄉公所,屏東縣,滿州鄉,,中山路,,,43號,,08-8801105,週一~週五0800~1700,依哺乳室規則自行使用,依法設置
枋山鄉鄉公所,屏東縣,枋山鄉,枋山村,枋山路,,,82號,,08-8761107分機39,週一~週五0800-1200、1330~1730,依哺乳室規則自行使用,依法設置
枋山鄉衛生所,屏東縣,枋山鄉,枋山村,枋山路,,,98號,,08-8761150,週一~週五0800-1200、1330~1730,依哺乳室規則自行使用,依法設置
三地門鄉衛生所,屏東縣,三地門鄉,三地村,行政街,,,4號,1樓,08-7991284,週一~週五0800-1200、1330~1730,1.使用時請先告知服務台人員並至哺乳室登記2.使用中若有任何問題可洽服務台,依法設置
霧台鄉衛生所,屏東縣,霧台鄉,霧台村,,,,68號,,08-7902232,週一~週日0800~1700,請向門診值班護士登記使用,依法設置
霧台鄉鄉公所,屏東縣,霧台鄉,霧台村,,,,73號,,08-7902234,週一~週五0800~1700,使用時請向服務台登記,依法設置
瑪家鄉衛生所,屏東縣,瑪家鄉,北葉村,,,,86號,,08-7991164,週一~週五0800~1730,依哺乳室規則自行使用,依法設置
瑪家鄉鄉公所,屏東縣,瑪家鄉,北葉村,,,,85號,,08-7992009,週一~週五0900~1700,依哺乳室規則自行使用,依法設置
台灣原住民族文化園區,屏東縣,瑪家鄉,北葉村,風景,,,104號,,08-7991219,週二~週日0830~1700,依哺乳室規則自行使用,依法設置
泰武衛生所,屏東縣,泰武鄉,佳平村,,,,179號,,08-7832059分機211,週一~週五0800~1700,依哺乳室規則自行使用,依法設置
泰武鄉公所,屏東縣,泰武鄉,佳平村,,,,168號,,08-7832432 ,週一~週五0800~1700,依哺乳室規則自行使用,依法設置
來義鄉衛生所,屏東縣,來義鄉,古樓村,中正路,,,90號,2樓,08-7850103,週一~週五0800~1700,先至掛號室登記使用後自行前往,依法設置
來義鄉鄉公所,屏東縣,來義鄉,古樓村,中正路,,,92號,1樓,08-7850251,週一~週五0800~1700,先至服務台登記使用後自行前往,依法設置
春日鄉衛生所,屏東縣,春日鄉,春日村,,,,176號,,08-8780358,週一~週五0800~1700,依哺乳室規則自行使用,依法設置
春日鄉鄉公所,屏東縣,春日鄉,春日村,,,,322號,,08-8782145,週一~週五0800~1700,依哺乳室規則自行使用,依法設置
獅子鄉衛生所,屏東縣,獅子鄉,楓林村,,,,31號,,08-8771324,週一~週日0900~2100,依哺乳室規則自行使用,依法設置
雙流國家森林遊樂區,屏東縣,獅子鄉,草埔村,,,,30號,,08-8701499,週一~週日0800-1700,依哺乳室規則自行使用,依法設置
牡丹鄉衛生所,屏東縣,牡丹鄉,石門村,石門路,,,19號,,08-8831505,週一~週五0800~1700,請自行前往哺乳室並登記,依法設置
牡丹鄉鄉公所,屏東縣,牡丹鄉,石門村,石門路,,,26號,,08-8831001,週一~週五0800-1200、1300~1700,請自行前往哺乳室並登記,依法設置
基隆市文化中心,基隆市,中正區,,信一路,,,181號,1樓,02-24224170 #279陳小姐,"週二至週日
09:00~17:00",使用前先洽櫃台，取錀匙,依法設置
基隆市政府,基隆市,中正區,,義一路,,,1號,1樓,02-24201122 #1112林先生,"週一至週五
08:00~20:30",使用前先洽櫃台，取錀匙,依法設置
基隆市立醫院門診中心,基隆市,中正區,,義二路 ,,2巷,6號,,02-24652141 #241廖小姐,"週一至週五
08:00~17:00",國定假日不開放,依法設置
基隆港務分公司-基港大樓,基隆市,中正區,,中正路,,,1號,1樓,02-24206148 洪先生,"週一至週五
08:00~17:00
週六日
09:00~18:00",無,依法設置
基隆港好食城,基隆市,中正區,,中正路,,,3號,2樓,02-24260691 任小姐,"週一至週五
11:00-21:30
週六日
10:30-21:30",使用前先洽櫃台，取錀匙,依法設置
基隆長榮桂冠酒店 ,基隆市,中正區,,中正路,,,62之1號,6樓(健身房),02-24279988 林先生,"週一至週日
07:00-12:30
13:00-22:00",使用前先洽櫃台，人員登記,依法設置
基隆市公共圖書館中正分館,基隆市,中正區,,中正路,,,236號,1樓,02-24628164 郭小姐,"週二至週六
08:00~21:00
週日
08:00~17:00",使用前先洽櫃台，取錀匙,依法設置
基隆市中正區衛生所,基隆市,中正區,,中正路,,,236號,2樓,02-24621632 #805魏小姐,"週一至週五
08:00~17:00",使用前先洽櫃台，取錀匙,依法設置
基隆市中正戶政事務所,基隆市,中正區,,中正路,,,236號,3樓,02-24634911 #308林小姐,"週一至週五
09:00~17:00",使用前先洽櫃台，取錀匙,依法設置
三軍總醫院基隆分院附設民眾診療服務處(正榮院區),基隆市,中正區,,正榮街,,,100號,2樓,02-24633330 #79253林小姐,24小時,,依法設置
和平島地質公園,基隆市,中正區,,平一路,,,360號,1樓(遊客中心),02-24635452 #116陳小姐,"週一至週日
08:00~18:00
休館時間：除夕",使用前先洽櫃台，人員登記,依法設置
"國立海洋科技博物館
1.主題館*6 2.海洋劇場館*2 3.區域探索館*1 4.潮境智能海洋館",基隆市,中正區,,北寧路,,,367號,"1.1、3、5、7樓
2.1、2樓
3.3樓",02-24696000 #1015陳小姐,週二至週日9:00~17:00,無,依法設置
,基隆市,中正區,,北寧路,,369巷,61號,4.2樓,,,,依法設置
基隆祖孫館,基隆市,中正區,,調和街,,,3號,2樓,0921-110-161,"週二至週六
09:00~12:00
14:00~16:00",使用前先洽櫃台，人員登記,依法設置
基隆市七堵戶政事務所,基隆市,七堵區,,光明路,,,21號,1樓,02-24568430 ＃303史先生,"週一至五
08:00~12:00
13:00~17:00",使用前先洽櫃台，取錀匙,依法設置
基隆市七堵區公所,基隆市,七堵區,,光明路,,,21號,2樓,02-24566171 #610翁小姐,"週一至週五
08:00~17:30",使用前先洽櫃台，人員登記,依法設置
基隆市七堵區衛生所,基隆市,七堵區,,光明路,,,21之1號,1樓,02-24562008 #509林小姐,"週一至週五
08:00~17:30",使用前先洽櫃台，取錀匙,依法設置
內政部警政署保安警察第三總隊第一大隊,基隆市,七堵區,,南光街,,,23號,1樓,02-24568701 #240王先生,因單位特性，僅供同仁使用，暫時未對外開放。,無,依法設置
臺鐵七堵車站,基隆市,七堵區,,東新街,,,2號,1樓,02-24560740 陳先生,"週一至週日
05:00~00:00",使用前先洽服務台，備證件換取鑰匙,依法設置
基隆市七堵親子館,基隆市,七堵區,,自治街,,,15號,2樓,02-24564366 鄭小姐,"週二至週六
9:00-12:00
14:00-17:00",使用前先洽櫃台人員登記,依法設置
臺北市區監理所基隆監理站,基隆市,七堵區,,實踐路,,,296號,1樓,02-24515311 #508陳先生,"週一至週五
08:00~17:00",使用前先洽櫃台，取錀匙,依法設置
國營臺灣鐵路管理局七堵機務段,基隆市,七堵區,,崇禮街,,,1-4號,,02-24564272 蔡小姐,,鐵路對號列車,依法設置
臺鐵八堵車站,基隆市,暖暖區,,八堵路,,,142號,1樓,02-24560841 劉先生,"週一至週日
06:00~23:00",使用前先洽櫃台，取錀匙,依法設置
臺灣礦工醫院,基隆市,暖暖區,,源遠路,,,29號,地下1樓,02-24579101 #373吳小姐,"週一至週日
08:00~16:00",無,依法設置
基隆市暖暖區衛生所,基隆市,暖暖區,,暖暖街,,281巷,98號,2樓,02-24572630 #35鄭小姐,"週一至週五
08:00~17:30",無,依法設置
基隆市暖暖親子館,基隆市,暖暖區,,暖暖街,,,350號,1樓,02-24590206 林小姐,"週二至週六
09:00-12:00 
14:00-17:00",使用前先洽櫃台，取錀匙,依法設置
