場所名稱,縣市,鄉/鎮/市/區,村/里,大道/路/街/地區,段,巷/弄/衖,號,樓（之~）,電話,開放時間,注意事項,設置依據
大坑紙箱王創意園區,臺中市,北屯區,,東山路,2段,2巷,2號,,04-22398868,週一至週日09:00~21:00,,自願設置
大銀微系統股份有限公司,臺中市,南屯區,,精科路,,,7號,,04-23550110,24小時開放,僅提供員工,自願設置
中山醫學大學正心樓,臺中市,南區,,建國北路,1段,,110號,,04-24730022分機11261,週一至週五08:00~12:00、13:00~17:00,使用前請洽校護,自願設置
中國醫藥大學兒童醫院,臺中市,北區,,育德路,,,2號,,04-22052121分機2128,24小時開放,1樓兒科衛教室旁,自願設置
中國醫藥大學兒童醫院2樓門診區,臺中市,北區,,育德路,,,2號,,04-22052121分機2128,"週一至週五08:00~21:00
星期六08:00~12:00",,自願設置
中國醫藥大學附設醫院,臺中市,北區,,育德路,,,2號,,04-22052121分機4144,"週一至週五08:00~21:00
星期六08:00~12:00",復健醫療大樓1樓婦產科門診區、癌症中心大樓2樓、急重症大樓1樓兒科急診療區,自願設置
中華電信行動通信臺中營運處,臺中市,北區,,梅亭街,,,536號,,04-23445073,週一至週五08:30~17:30,,自願設置
中臺科技大學,臺中市,北屯區,,部子路,,,666號,,04-22391647,週一至週五08:00~17:00,,自願設置
仁愛醫療財團法人大里仁愛醫院,臺中市,大里區,,東榮路,,,483號,,04-24819900,24小時開放,,自願設置
友達光電股份有限公司,臺中市,后里區,,馬場路,,,1號,,"04-25598800
轉1359",不對外開放,,自願設置
友達晶材股份有限公司,臺中市,后里區,,后科路,2段,,335號,,"04-25598888
分機1229",不對外開放,,自願設置
文心森林公園,臺中市,南屯區,,文心路,1段,,289號,,,24小時開放,使用前請洽現場工作人員,自願設置
日光溫泉會館,臺中市,北屯區,,東山路,2段,光西巷,78號,,04-22399000,24小時開放,,自願設置
台中區漁會,臺中市,清水區,,北堤路,,,30號,,04-26562650,週一至週日08:30~17:00,,自願設置
台灣人壽台中分公司,臺中市,西區,,五權路,,,72號,,04/22066000分機3417,週一至週五08:00~17:00,"使用前請洽廠護,除職員外也可開放顧客使用",自願設置
台灣客服科技科份有限公司,臺中市,南屯區,,五權西路,2段,,236號,,04-36000909,24小時開放,僅提供員工,自願設置
弘光科技大學,臺中市,沙鹿區,,台灣大道,6段,,1018號,,04-26318652,週一至週五08:00~17:00,,自願設置
弘達流通股份有限公司,臺中市,梧棲區,草湳里,港埠路,一段,,237之1號,3樓,04-26308511分機1287,週一至週五08:00~17:00,,自願設置
正隆股份有限公司,臺中市,后里區,,三豐路,,,2號,,"04-25565160
分機214",不對外開放,,自願設置
交通部觀光局參山國家風景區管理處梨山管理站,臺中市,和平區,梨山里,中正路,,,91-2號,,04-2598-1331,週一至週五08:00~17:00,,自願設置
光田醫療社團法人光田綜合醫院(大甲院區),臺中市,大甲區,,經國路,,,321號,,04-26885599,24小時開放,,自願設置
光田醫療社團法人光田綜合醫院(沙鹿院區),臺中市,沙鹿區,,沙田路,,,117號,,04-26625111,週一至週日08:00~20:00,,自願設置
后里馬場,臺中市,后里區,,寺山路,,,41號,, 04-2558-8018,週一至週日09:30~17:30、週三休息,,自願設置
成霖企業股份有限公司,臺中市,潭子區,,建國路,,,22號,,04-25349676,24小時開放,僅提供本公司員工使用,自願設置
行政院農委會農業試驗所,臺中市,霧峰區,,中正路,,,189號,,04-23302301,週一至週五08:00~17:00,僅提供公司職員使用,自願設置
伸興工業股份有限公司,臺中市,太平區,,永成路,,,78號,4樓,04-22785177,不對外開放,僅提供公司職員使用,自願設置
佛教慈濟醫療財團法人台中慈濟醫院,臺中市,潭子區,,豐興路,1段,,68號,6樓,"04-36060666
分機4607",24小時開放,,自願設置
呂維國婦產科診所,臺中市,豐原區,,中正路,,,348號,,04-25262889,週一至週六09:00~21:30,,自願設置
宏全中港分公司,臺中市,梧棲區,草湳里,大業路,,,6號,2樓,"04-26595609
分機8323、8323",週一至週五08:00~17:00,,自願設置
李綜合醫療社團法人大甲李綜合醫院,臺中市,大甲區,,八德街,,,2號,,04-26862288,24小時開放,,自願設置
亞洲大學附屬醫院,臺中市,霧峰區,,福新路,,,222號,,04-37061668,週一至週五0830～2100,,自願設置
佳凌公司,臺中市,潭子區,,建國路,,,24號,,04-25349123,24小時開放,僅提供本公司員工使用,自願設置
周肇銘診所,臺中市,潭子區,,中山路,2段,,396號,,04-25335451,週一至週日08:00~21:00,,自願設置
明德醫院,臺中市,梧棲區,中正里,仁美街,,33巷,50號,1樓,04-26579595,週一至週五08:00~17:00,,自願設置
林新醫療社團法人烏日林新醫院,臺中市,烏日區,,榮和路,,,168號,,04-23388766,週一至週五08:00~21:00/週六08:00~12:00,,自願設置
矽品精密工業股份有限公司,臺中市,潭子區,,中山路,3段,,153號,,04-25341525,24小時開放,僅提供本公司員工使用,自願設置
長安醫院,臺中市,太平區,,永平路,一段,,9號,,04-36113611,週一至週六門診時間,請洽服務臺,自願設置
咱們小時ㄏㄡˋ親子餐廳,臺中市,北屯區,,祥順一街,,,45號,,04-24392106,週一至週日09:00~21:00,,自願設置
美光記憶體股份有限公司,臺中市,后里區,,三豐路,,,429之1號,,"04-25218000
分機5119",不對外開放,,自願設置
家樂福太平店,臺中市,太平區,,中平七街,,,70號,,04-22778068,週一至週日09:00~22:30,請洽服務臺,自願設置
國立臺中高級工業職業學校,臺中市,南區,,高工路,,,191號,,04-22613158,週一至週五08:00~12:00、13:00~17:00,使用前請洽校護,自願設置
國立臺中教育大學,臺中市,西區,,民生路,,,140號,,04-22183175,週一至週五08:00~17:00,,自願設置
國立臺灣體育運動大學,臺中市,北區,,雙十路,1段,,16號,,04-22213108分機2110,週一至週五08:00~17:00,請洽詢人事室,自願設置
國泰人壽保險股份有限公司-台中行政中心,臺中市,北區,,進化路,,,583號,3樓,04-22381099分機5660,週一至週五08:30~17:30,,自願設置
國際高爾夫球場,臺中市,北屯區,,,,北坑巷,21-8號,,04-22391172,週一至週日05:30-18:30,過年期間未開放,自願設置
麥奇數位公司,臺中市,南區,,忠明南路,,,758號,30樓,"02-23677999分機577
洪小姐",,,自願設置
朝陽科技大學,臺中市,霧峰區,,吉峰東路,,,168號,,04-23323000,週一至週五08:00~21:00,僅提供公司職員使用,自願設置
童綜合醫療社團法人童綜合醫院,臺中市,梧棲區,大庄里,台灣大道,八段,,699號,2樓,04-26581919分機50245,週一至週五08:00~21:00/週六08:00~12:00,,自願設置
愛地雅公司,臺中市,梧棲區,草湳里,港埠路,一段,,497號,2樓,04-26393242分機1161,週一至週五08:00~17:00,,自願設置
新惠生醫院,臺中市,豐原區,,圓環北路,1段,,319號,,04-25228792,週一至週六09:00~21:30 /週日09:00~12:00,,自願設置
葳格國際會議中心,臺中市,北屯區,,軍福十八路,,,328號,, 04-24377777,週一至週日11:00~21:30,僅提供員工及用餐顧客使用,自願設置
臺中中央公園,臺中市,西屯區,,中科路,,,2966號,, 04-37062604,24小時開放,"哺乳室位置：
小廁B(大鵬路/視覺體驗區旁)
小廁A(公138停車場內)
大廁B(凱旋路/敦化路交叉口，往北200M處)",自願設置
臺中巿立圖書館梧棲分館,臺中市,梧棲區,中正里,雲集街,,,72號,2樓,04-26568701,週一至週五08:00~17:00,,自願設置
臺中巿東勢區東新國小,臺中市,東勢區,,東蘭路,,,1-1號,,04-25881083,週一至週五08:00~17:00,只提供校內員工使用(不願意接收查核),自願設置
臺中巿東勢區新盛國小,臺中市,東勢區,新盛里,新盛街,,,342號,,04-25876642,週一至週五08:00~17:00,只提供校內員工使用(不願意接收查核),自願設置
臺中巿梧棲區戶政事務所,臺中市,梧棲區,中正里,中興路,,,212號,2樓,04-26562543分機210,週一至週五08:00~17:00,,自願設置
臺中市大甲區衛生所,臺中市,大甲區,,德興路,,,81號,,04-26872153,週一至週五08:00~17:00,,自願設置
臺中市大安區衛生所,臺中市,大安區,,中山南路,,,333號,,04-26713681,週一至週五08:00~17:00,,自願設置
臺中市大肚區衛生所,臺中市,大肚區,,榮華街,,,1號,,04-26992111,週一至週五08:00~17:00,,自願設置
臺中市大里區衛生所,臺中市,大里區,,大衞路,,,82號,,"04-24061500
分機21",週一至週五08:00~17:00,,自願設置
臺中市大雅區大明國民小學,臺中市,大雅區,,中清路,3段,,92號,,"04-25651300
分機826",週一至週五07:30~16:30,,自願設置
臺中市大雅區大雅國民小學,臺中市,大雅區,,學府路,,,230號,,"04-25667766
分機1013",週一至週五07:30~16:30,,自願設置
臺中市中山地政事務所,臺中市,西區,,三民路,1段,,158號,3樓,04-22242195分機158,週一至週五08:00~17:00,,自願設置
臺中市太平區宜欣國民小學,臺中市,太平區,,新平路,二段,,100號,,04-22701567 ,週一至週五08:00~16:00,僅提供本校職員使用,自願設置
臺中市北區衛生所,臺中市,北區,,永興街,,,301號,4樓,04-22359186,週一至週五08:00~17:00,,自願設置
臺中市外埔區衛生所,臺中市,外埔區,大同里,甲后路3段,,,1062號,,04-2683-3208,週一至週五08:00~17:00,,自願設置
臺中市石岡區衛生所,臺中市,石岡區,,石岡街,,,6號,2樓,04-25721887,週一至週五08:00~17:00,,自願設置
臺中市立大雅國民中學,臺中市,大雅區,,學府路,,,280號,,"04-25672171
分機407",週一至週五07:30~16:30,,自願設置
臺中市立四育國民中學,臺中市,南區,,復興路,2段,,152號,,04-22633229,週一至週五08:00~12:00、13:00~17:00,使用前請洽校護,自願設置
臺中市立崇倫國民中學,臺中市,南區,,忠明南路,,,653號,,04-22712324,週一至週五08:00~12:00、13:00~17:00,使用前請洽校護,自願設置
臺中市后里區內埔國民小學,臺中市,后里區,,文化路,,,30號,,"04-25562003
分機824",不對外開放,,自願設置
臺中市后里區公所,臺中市,后里區,,公安路,,,84號,,04-25562116,週一至週五08:00~17:00,配合上班時間,自願設置
臺中市后里區衛生所,臺中市,后里區,,公安路,,,84號,,04-25562048,週一至週五08:00~17:00,,自願設置
臺中市西大墩婦女福利服務中心,臺中市,西屯區,,光明路,,,160號,2樓,04-24527113,週一至週五08:30~17:30,,自願設置
臺中市沙鹿區竹林國民小學,臺中市,沙鹿區,,台灣大道,7段,,821號,,04-26620175,週一至週五08:00~17:00,只給員工使用(不願意被查核),自願設置
臺中市沙鹿區沙鹿國民小學,臺中市,沙鹿區,,中正街,,,3號,,04-26625014,週一至週五08:00~17:00,,自願設置
臺中市沙鹿區鹿峰國民小學 ,臺中市,沙鹿區,,星河路,,,209號,,04-26224210,週一至週五08:00~17:00,,自願設置
臺中市沙鹿區衛生所,臺中市,沙鹿區,,文昌街,,,20號,,04-26625040,週一至週五08:30~17:00,,自願設置
臺中市和平區梨山衛生所,臺中市,和平區,梨山里,中正路,,,68號,,04-25949540,週一至週五08:00~17:00,,自願設置
臺中市東區戶政事務所,臺中市,東區,,和平街,,,61號,,04-22200209分機402,週一至週五08:00~18:30,,自願設置
臺中市東區衛生所,臺中市,東區,,信義街,,,142號,,04-22834121,週一至週五08:00~17:00,,自願設置
臺中市東勢區東勢托兒所,臺中市,東勢區,,正一街,,,2號,,04-25874734,週一至週五08:00~17:00,只提供校內員工使用(不願意接收查核),自願設置
臺中市東勢區衛生所,臺中市,東勢區,,東勢路,,,490號,,04-25873872,週一至週五08:00~17:00,,自願設置
臺中市南區信義國民小學,臺中市,南區,,五權南路,,,325號,,04-22622005,週一至週五08:00~12:00、13:00~17:00,使用前請洽衛生組,自願設置
臺中市南區國光國民小學,臺中市,南區,,國光路,,,261號,,04-22872475,週一至週五08:00~12:00、13:00~17:00,使用前請洽衛生組,自願設置
臺中市南區樹義國民小學,臺中市,南區,,福田路,,,11號,,04-22657298,週一至週五08:00~12:00、13:00~17:00,使用前請洽衛生組,自願設置
臺中市政府警察局烏日分局,臺中市,烏日區,,中山路,2段,,309號,,04-23386502,週一至週五08:00~17:00,,自願設置
臺中市政府警察局第六分局,臺中市,西屯區,,市政路,,,456號,,04-22586719,週一至週五08:30~16:00,,自願設置
臺中市烏日區衛生所,臺中市,烏日區,,長樂街,,,136號,,04-23381027,週一至週五08:00~17:00,,自願設置
臺中市神岡區戶政事務所,臺中市,神岡區,,神岡路,,,121之1號,,04-25622183,週一至週五08:00~17:00,,自願設置
臺中市梧棲區衛生所,臺中市,梧棲區,中正里,雲集街,,70巷,3號,2樓,04-26562809,週一至週五08:00~17:00,,自願設置
臺中市愛心家園,臺中市,南屯區,,東興路,1段,,450號,,04-24713535,"週一至週五08:00~20:50
週六及週日08:00~17:00 ",,自願設置
臺中市新社區衛生所,臺中市,新社區,新社里,興社街,4段,,1號,,04-25811704,週一至週五08:00~17:00,,自願設置
臺中市潭子區潭子國民小學,臺中市,潭子區,,中山路,2段,,435號,,04-25324610,週一至週五08:00~16:00,僅提供本校職員使用,自願設置
臺中市潭子區衛生所,臺中市,潭子區,,中山路,2段,241巷,5號,1樓,04-25324643,週一至週五08:00~17:00,,自願設置
臺中市龍井區戶政事務所,臺中市,龍井區,龍泉里,沙田路,4段,,257號,,04-26353644,週一至週五08:00~17:00,,自願設置
臺中市霧峰區衛生所,臺中市,霧峰區,,民生路,,,1-9號,,04-23393022,週一至週五08:00~17:00,,自願設置
臺安醫院,臺中市,東區,,進化路,,,203號,,04-23606456,24小時開放,,自願設置
臺灣港務股份有限公司臺中港務分公司,臺中市,梧棲區,安仁里,台灣大道,十段,,2號,5樓,04-26642458,週一至週五08:00~17:00,僅提供本公司員工使用,自願設置
臺灣銀行工業區分行,臺中市,西屯區,,工業區一路,,,196號,,04-23597850,24小時開放,僅提供員工,自願設置
臺灣鐵路管理局后里火車站,臺中市,后里區,,甲后路,,,1號,,04-25562038,24小時開放,,自願設置
澄清綜合醫院,臺中市,中區,,平等街,,,139號,5樓,04-24632000,24小時開放，請洽詢病房護理站,,自願設置
澄清綜合醫院中港分院,臺中市,西屯區,,臺灣大道,4段,,966號,敬義樓2樓,04-24632000分機32216,"週一至週五09:00~12:00、14:00~21:30
週六09:00~12:00",使用前請洽婦產科個案管理師,自願設置
賢德醫院,臺中市,太平區,,宜昌路,,,420號,,04-22732551,週一至週六門診時間,請洽服務臺,自願設置
靜宜大學,臺中市,沙鹿區,,台灣大道,7段,,200號,,04-26328001,週一至週五08:00~17:00,,自願設置
優生婦產科聯合診所,臺中市,豐原區,,府前街,,,158號,,04-25273395,週一至週六08:00~21:30,,自願設置
豐興鋼鐵股份有限公司,臺中市,后里區,,甲后路,,,702號,,04-25565101,不對外開放,,自願設置
麗寶樂園,臺中市,后里區,,福容路,,,8號,,04-25586088,依營業時間開放,,自願設置
鐿鈦科技股份有限公司,臺中市,南屯區,,精科路,,,9號,,04-23595336,24小時開放,僅提供員工,自願設置
MONEY JUMP親子餐廳,臺北市,內湖區,港墘里,民善街,,,127號,2樓,02-27921156,週二至週日 11:00~20:00,自行前往哺集乳室，並登記。,自願設置
中山社會福利服務中心,臺北市,中山區,江寧里,合江街,,,137號,3樓,02-25156222,週一至週五 08:30~17:30,自行前往哺集乳室，並登記,自願設置
中山親子館,臺北市,中山區,圓山里,玉門街,,,1號,1樓,02-25980657轉100,週二至週日 09:00~17:00,自行前往哺集乳室，並登記,自願設置
中山醫療社團法人中山醫院,臺北市,大安區,敦安里,仁愛路,4段,112巷,11號,急診地下室,"02-2708-1166
分機1399",週一至週六07:00-21:00,自行前往哺集乳室，並登記,自願設置
中央研究院/生醫轉譯研究中心,臺北市,南港區,中南里,研究院路,1段,130巷,99號,C棟1樓,(02)7750-5550,每日07:30~18:30,自行前往哺集乳室，並登記,自願設置
中國信託商業銀行股份有限公司,臺北市,南港區,三重里,經貿二路,,,188之1號,C棟2樓,02-33277777轉2342,週一至週日 11:00~21:00,自行前往哺集乳室，並登記,自願設置
中華民國對外貿易發展協會南港展覽館2館,臺北市,南港區,三重里,經貿二路,,,2號,,(02)2725-5200轉6647,週一至週日 08:00~17:00,自行前往哺集乳室，並登記,自願設置
中華科技大學,臺北市,南港區,九如里,研究院路,3段,,245號,榮華樓1樓,02-27821862轉131,週一至週五 08:30~21:30,自行前往哺集乳室，並登記,自願設置
中華電信股份有限公司北區分公司台北營運處,臺北市,士林區,承德里,基河路,,,10號,1樓,"02-
2344-5331",週一至週日 08:00~22:00,自行前往哺集乳室，並登記,自願設置
中華電信股份有限公司台灣北區分公司台北營運處,臺北市,信義區,西村里,松仁路,,,130號,3樓,02-23445331,週一至週五8:00-17:00,,自願設置
內政部警政署警察廣播電臺,臺北市,中正區,愛國里,廣州街,,,17號,1樓,23888099轉5054,每日24小時,自行前往哺集乳室，並登記,自願設置
文華精品股份有限公司,臺北市,松山區,精忠里,敦化北路,,,158,,02-27126688,每日11:00~21:00,,自願設置
木生婦幼診所,臺北市,中山區,朱園里,長安東路,2,,90號,4樓,02-25012312轉517,週一至週五 08:00~17:00,自行前往哺集乳室，並登記,自願設置
世新大學,臺北市,文山區,試院,木柵路,1,,111號,,22368225轉82078,週一至週五8:00-17:00,欲使用請洽1樓服務人員,自願設置
世新大學,臺北市,文山區,試院,木柵路,1,17巷,1號,,22368225轉82078,週一至週五8:00-17:00,欲使用請洽1樓服務人員,自願設置
仙妮蕾德餐旅管理有限公司,臺北市,松山區,中正里,敦化北路,,,100,,02-27197199轉 3230,週一至週日 10:30~22:00,,自願設置
北投中繼市場,臺北市,北投區,清江里,磺港路,,,33號,D棟1樓,"02-28945380
0935-618095",週二至週日8:00-16:00,自行前往哺集乳室，並登記,自願設置
台北大眾捷運股份有限公司-忠孝敦化捷運站,臺北市,大安區,建倫里,忠孝東路,4段,,182號,地下2樓車站西側大廳,02-2181-2345,週一至週日06:00-24:00,,自願設置
台北市立大學附設實驗國民小學,臺北市,中正區,建國里,公園路,,,29號,1樓,23110395轉118,週一~週五8:00~18:30,自行前往哺集乳室，並登記,自願設置
台灣中小企業銀行,臺北市,大同區,玉泉里,塔城街,,,30號,地下1樓,02-25597171轉3074,週一至週五 09:00-17:00,至服務台登記，由專人協助帶領及開門,自願設置
外交部,臺北市,中正區,建國里,凱達格蘭大道,,,2號,1樓,23805394,週一~週五8:00~18:00,自行前往哺集乳室，並登記,自願設置
同仁院醫療財團法人萬華醫院,臺北市,萬華區,騰雲里,中華路,2段,606巷,6號,2樓,02-23059292轉202,週一至週日08:30~21:00,請使用人員遵守規範並共同維護環境清潔,自願設置
行政院農業委員會林務局農林航空測量所,臺北市,中正區,龍興里,和平西路,2段,,100號,1樓,23332607,週二~週五9:30~17:0,自行前往哺集乳室，並登記,自願設置
西園醫院,臺北市,萬華區,和德里,西園路,2段,,270號,6樓,02-23076968轉1609,24小時,請使用人員遵守規範並共同維護環境清潔,自願設置
宏恩醫療財團法人宏恩綜合醫院,臺北市,大安區,仁愛里,仁愛路,4段,,61號,2樓,"02-2771-3161
分機130",週一至週五07:00-21:00,,自願設置
協和婦女醫院,臺北市,中山區,朱園里,松江路,,85巷,5,1樓,02-25072222轉103,週一至週五 08:00~17:00,自行前往哺集乳室，並登記,自願設置
宜家家居股份有限公司內湖分公司(1樓),臺北市,內湖區,湖元里,舊宗路,1段,,128號,1樓,02-27919668轉6184,週一至週日 10:00-22:00,自行前往哺集乳室，並登記。,自願設置
宜家家居股份有限公司內湖分公司(2樓),臺北市,內湖區,湖元里,舊宗路,1段,,128號,2樓,02-27919668轉6181,週一至週日 10:00-22:00,自行前往哺集乳室，並登記。,自願設置
宜家家居股份有限公司內湖分公司(4樓),臺北市,內湖區,湖元里,舊宗路,1段,,128號,4樓,02-27919668轉6184,週一至週日 10:00-22:00,自行前往哺集乳室，並登記。,自願設置
東吳大學,臺北市,士林區,福林里,臨溪路,,,70,5樓,"02-
28819471轉5050",週一至週五08:00~17:00,自行前往哺集乳室，並登記,自願設置
松山區健康服務中心,臺北市,松山區,慈祐里,八德路,4,,692,2,02-2767-1757轉 6053,週一至週五 08:30~17:30,,自願設置
社團法人台北市野鳥學會芝山岩管理處,臺北市,士林區,名山里,雨聲街,,,120,2樓,"02-
8866-6258轉13","週二至週日09:00~17:00
週一固定公休",自行前往哺集乳室，並登記,自願設置
社團法人新北市國際兒童教育協會(臺北市大安親子館),臺北市,大安區,光信里,延吉街,,246巷,10號,2樓,02-2325-4399,週二至週日09:30~12:00、14:00~17:00,,自願設置
社團法人臺灣婦女展業協會,臺北市,北投區,長安里,中央北路,1段,,12號,6樓,02-28961918轉17,週二到五09:00-18:00,自行前往哺集乳室，並登記,自願設置
長庚醫療財團法人臺北長庚紀念醫院,臺北市,松山區,東光里,南京東路,3,,337,,02-27135211,週一至週五08:00-17:00/於門診開放時,,自願設置
南港東明青銀就業服務站,臺北市,南港區,東明里,南港路,2段,60巷,19號,2樓,(02)2740-0922轉113,週一至週五 09:00~17:00,自行前往哺集乳室，並登記,自願設置
南港軟體工業園區二期管理委員會(F棟),臺北市,南港區,三重里,園區街,,,3號,F棟2樓,02-26553093轉220,週一至週五 09:00~18:00,自行前往哺集乳室，並登記,自願設置
南港軟體工業園區二期管理委員會(H棟),臺北市,南港區,三重里,園區街,,,3號,H棟2樓,02-26553093轉220,週一至週五 09:00~18:00,自行前往哺集乳室，並登記,自願設置
科技大樓管理會管理小組,臺北市,大安區,龍淵里,和平東路,2段,,106號,1樓,"02-2737-7012
02-2737-7013",週一至週五08:30-17:30,,自願設置
振興醫療財團法人振興醫院,臺北市,北投區,榮華里,振興街,,,45號,,02-28264400轉2427,週一到五8:00-21:00,自行前往哺集乳室，並登記,自願設置
財團法人台灣省私立台北仁濟院附設仁濟醫院,臺北市,萬華區,青山里,廣州街,,,243號,7樓,02-23021133轉2721,週一至週五08:00~17:00,請使用人員遵守規範並共同維護環境清潔,自願設置
財團法人台灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院台北院區,臺北市,中山區,集英里,中山北路,2,,92,1樓,02-25433535轉2919,週一至週五 08:00~17:00,自行前往哺集乳室，並登記,自願設置
財團法人台灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院台北院區,臺北市,中山區,集英里,中山北路,2,,92,2樓,02-25433535轉2919,週一至週五 08:00~17:00,自行前往哺集乳室，並登記,自願設置
財團法人台灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院台北院區,臺北市,中山區,集英里,中山北路,2,,92,3樓,02-25433535轉2919,週一至週五 08:00~17:00,自行前往哺集乳室，並登記,自願設置
財團法人私立臺北醫學大學附設醫院,臺北市,信義區,雙和里,吳興街,,,250號,2樓,"02-27372181轉8171.8253
0970405481",週一至週五8:00-21:00/週六8:30-12:00,"1.門診期間請自行前往哺乳室使用並登記
2.休診期間不開放",自願設置
財團法人私立臺北醫學大學附設醫院(蔡萬才癌症大樓),臺北市,信義區,雙和里,吳興街,284巷,20弄,22號,2樓,02-27372181,週一至週五8:00-21:00/週六8:30-12:00,"1.門診期間請自行前往哺乳室使用並登記
2.休診期間不開放",自願設置
財團法人張榮發基金會,臺北市,中正區,東門里,中山南路,,,11號,B1,23516699轉6024,週一~週日9:00~21:30,自行前往哺集乳室，並登記,自願設置
財團法人新匯流文化基金會/臺北市南港親子館,臺北市,南港區,南港里,南港路,1段,287巷2弄,15號,,02-26510558,"1.週二至週五 09:00~12:00；14:00~17:00
2.週六、週日 09:00~11:00；13:00~14:30；15:30~17:00",自行前往哺集乳室，並登記,自願設置
國立政治大學,臺北市,文山區,萬興,指南路,2,,64號,,29393091轉69326,"
週一至週五8:30-17:00","
欲使用請洽研究中心(對外僅供洽公人員使用)",自願設置
"國立政治大學
",臺北市,文山區,萬興,指南路,2,,64號,,29393091轉62051,"
週一至週五8:30-17:00","
欲使用請洽研究中心(對外僅供洽公人員使用)",自願設置
國立師範大學分部(公館校區),臺北市,文山區,萬年,汀洲路,4,,88號,,77496446,週一至週五8:00-17:00,欲使用請洽健康中心,自願設置
國立陽明交通大學,臺北市,北投區,東華里,立農街,2段,,155號,,"02-28267000轉62952
02-28267000轉66004",週一到五09:00-22:00,自行前往哺集乳室，並登記,自願設置
國立臺北護理健康大學,臺北市,北投區,振華里,明德路,,,365號,科技大樓1樓健康中心,02-28227101轉2452,週一到五8:30-17:00,自行前往哺集乳室，並登記,自願設置
國立臺北護理健康大學,臺北市,北投區,振華里,明德路,,,365號,教學大樓2樓,02-28227101轉2451,週一到五8:30-17:00,自行前往哺集乳室，並登記,自願設置
國立臺灣大學綜合體育館,臺北市,大安區,學府里,羅斯福路,4段,,1號,綜合體育館1樓西北側,"02-3366-5959
分機606","週一至週五 08:00~22:00 
週六09:00-22:00 
週日09:00~18:00",,自願設置
國立臺灣科技大學,臺北市,大安區,學府里,基隆路,4段,,43號,體育館1樓衛生保健組旁,02-2730-3763,"週一至週五 08:30-20:00
寒暑假週一至週五08:30-16:30",哺集乳室平日上鎖，欲使用至學務處衛保組洽詢,自願設置
國立臺灣科學教育館,臺北市,士林區,福佳里,士商路,,,189號,10樓秘書室後面,"02-
66101234轉1716",週二至週日08:00~18:00,自行前往哺集乳室，並登記,自願設置
國立臺灣師範大學,臺北市,大安區,古莊里,和平東路,1段,,162號,樂智樓1樓,7749-5754,週一至週五08:00-22:00,,自願設置
國光客運南港轉運站西站,臺北市,南港區,東明里,忠孝東路,7段,,359號,轉運站內飲水機旁,(02)2651-7917,"
週一至週日06:00~23:00
",自行前往哺集乳室，並登記,自願設置
國防部軍醫局,臺北市,中山區,劍潭里,通北街,,65巷,4號,1樓,02-23116117,週一至週五 09:00~18:00,自行前往哺集乳室，並登記,自願設置
國防部博愛營區,臺北市,中山區,劍潭里,北安路,,,409號,1樓,02-23116117,週一至週五 09:00~18:00,自行前往哺集乳室，並登記,自願設置
國泰醫療財團法人內湖國泰診所,臺北市,內湖區,港墘里,瑞光路,,,337號,3樓,02-87972121轉630 ,"週一至週五 08:30-21:00
週六08:30-12:30",自行前往哺集乳室，並登記。,自願設置
國泰醫療財團法人國泰綜合醫院,臺北市,大安區,敦煌里,仁愛路,4段,,280號,3樓小兒科門診候診區,"02-2708-2121
分機5175",每日24小時開放,自行前往哺集乳室並登記，夜診結束到上午8:30間，需洽大門警衛人員開門，使用後告知大門警衛人員關門。,自願設置
國慶里區民活動中心,臺北市,大同區,國慶里,重慶北路,3段,,76號,,02-25975323轉604,有舉辦活動時才開放,自行前往哺集乳室，並登記,自願設置
基督教台北真道教會,臺北市,萬華區,西門里,中華路,1段,,144號,6樓,"982366774
02-23116767",週六至週日09:30~17:00,請使用人員遵守規範並共同維護環境清潔,自願設置
基督復臨安息日會醫療財團法人臺安醫院,臺北市,松山區,福成里,八德路,2,,424,2,02-27718151轉 2211；0975-592760,每日24小時開放,,自願設置
康寧醫療財團法人康寧醫院,臺北市,內湖區,金湖里,成功路,5段,420巷,26號,,02-26345500轉2066,"週一至週五08:00-21:00
週六至週日08:00-12:00",自行前往哺集乳室，並登記。,自願設置
博仁綜合醫院,臺北市,松山區,復勢里,光復北路,,,66,2,"02-2578-6677
0919-254306",每日24小時開放,,自願設置
敦化南路派出所 ,臺北市,大安區,仁愛里,復興南路,1段,,219-1號,2樓 ,02-2771-0400,每日24小時開放,,自願設置
景美醫院,臺北市,文山區,景美,羅斯福路,6,,280,5,29331010轉116,週一至週六 09:00-12:00；14:00-17:00；18:00-21:00,"1.依院內開放時間
2.欲使用請洽1樓服務人員",自願設置
陽明山國家公園管理處,臺北市,北投區,林泉里,泉源路,,,200號,,02-28935580,週一到日09:00-16:00,自行前往哺集乳室，並登記,自願設置
新光醫療財團法人新光吳火獅紀念醫院,臺北市,士林區,福佳里,文昌路,,,95,B1,"02-
28332211轉2601",全日24小時開放,自行前往哺集乳室，並登記,自願設置
經濟部國際貿易局,臺北市,中正區,龍福里,湖口街,,,1號,1樓,23977458,週一~週五8:30~17:30,自行前往哺集乳室，並登記,自願設置
